"Game Title";"Console";"Year";"Genre";"Company";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"The Spiderwick Chronicles";"XBOX 360";2008;"Action";"Vivendi Games";0.09;0.01;0.0;0.11
"Project CARS";"PC";2015;"Racing";"Slightly Mad Studios";0.0;0.1;0.0;0.11
"Green Lantern: Rise of the Manhunters";"Nintendo DS";2011;"Action";"Warner Bros. Interactive Entertainment";0.08;0.02;0.0;0.11
"Eragon";"PSP";2006;"Action";"Vivendi Games";0.1;0.0;0.0;0.11
"Shin Kamaitachi no Yoru: 11 Hitome no Suspect";"PS3";2011;"Adventure";"THQ";0.0;0.0;0.11;0.11
"Guitar Rock Tour";"Nintendo DS";2007;"Misc";"Gameloft";0.1;0.0;0.0;0.11
"Mortal Kombat: Deception";"Nintendo GameCube";2005;"Fighting";"Midway Games";0.09;0.02;0.0;0.11
"ESPN NHL Hockey";"XBOX";2003;"Sports";"Sega";0.08;0.02;0.0;0.11
"Monster Lab";"PS2";2008;"Role-Playing";"Eidos Interactive";0.05;0.04;0.0;0.11
"XXX";"Gameboy Advanced";2002;"Action";"Activision";0.08;0.03;0.0;0.11
"Machinarium";"PC";2009;"Adventure";"Daedalic";0.0;0.09;0.0;0.11
"The Smurfs 2";"PS3";2013;"Platform";"Ubisoft";0.02;0.07;0.0;0.11
"Maximum Force";"PS";1997;"Shooter";"GT Interactive";0.06;0.04;0.0;0.11
"NCIS 3D";"Nintendo 3DS";2011;"Adventure";"Ubisoft";0.06;0.04;0.0;0.11
"Worms Forts: Under Siege";"PS2";2004;"Strategy";"Acclaim Entertainment";0.05;0.04;0.0;0.11
"Alvin and the Chipmunks: Chipwrecked";"Nintendo DS";2011;"Misc";"505 Games";0.07;0.03;0.0;0.11
"Totally Spies! Totally Party";"Nintendo Wii";2008;"Misc";"Ubisoft";0.09;0.01;0.0;0.11
"Smash Court Tennis 3";"XBOX 360";2007;"Sports";"Atari";0.08;0.02;0.0;0.11
"ATV Quad Kings";"Nintendo DS";2010;"Racing";"Storm City Games";0.1;0.0;0.0;0.11
"Naruto Shippuden: Naruto vs. Sasuke";"Nintendo DS";2008;"Action";"Takara Tomy";0.08;0.0;0.03;0.11
"DualPenSports";"Nintendo 3DS";2011;"Sports";"Namco Bandai Games";0.05;0.05;0.0;0.11
"Project: Snowblind";"XBOX";2005;"Action";"Eidos Interactive";0.08;0.02;0.0;0.11
"Astro Boy: The Video Game";"PS2";2009;"Action";"D3Publisher";0.05;0.04;0.0;0.11
"HOP";"Nintendo DS";2011;"Platform";"505 Games";0.09;0.01;0.0;0.11
"Brave Story: New Traveler (US sales)";"PSP";2006;"Role-Playing";"Sony Computer Entertainment";0.11;0.0;0.0;0.11
"Disney's Extreme Skate Adventure";"XBOX";2003;"Sports";"Activision";0.08;0.02;0.0;0.11
"Tales of Phantasia (PS1 & PSP Versions)";"PSP";2006;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Kouchuu Ouja Mushi King: Super Collection";"Nintendo DS";2007;"Action";"Sega";0.0;0.0;0.11;0.11
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion";"Nintendo GameCube";2003;"Action";"THQ";0.09;0.02;0.0;0.11
"Pac-Man World 2";"Gameboy Advanced";2005;"Action";"Zoo Digital Publishing";0.08;0.03;0.0;0.11
"Yoostar2";"PS3";2011;"Misc";"Unknown";0.04;0.05;0.0;0.11
"Avatar: The Last Airbender";"PSP";2006;"Adventure";"THQ";0.1;0.0;0.0;0.11
"Odama";"Nintendo GameCube";2006;"Misc";"Nintendo";0.07;0.02;0.02;0.11
"Karaoke Revolution Presents American Idol Encore";"XBOX 360";2008;"Misc";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"FlatOut: Ultimate Carnage";"XBOX 360";2007;"Racing";"Empire Interactive";0.07;0.03;0.0;0.11
"Mobile Light Force 2";"PS2";2002;"Shooter";"Taito";0.05;0.04;0.0;0.11
"Naval Ops: Warship Gunner";"PS2";2003;"Simulation";"Tecmo Koei";0.05;0.04;0.0;0.11
"Soma Bringer";"Nintendo DS";2008;"Role-Playing";"Nintendo";0.0;0.0;0.11;0.11
"Sesame Street: Ready, Set, Grover!";"Nintendo Wii";2011;"Misc";"Warner Bros. Interactive Entertainment";0.1;0.0;0.0;0.11
"Shin Sangoku Musou 6 Special";"PSP";2011;"Action";"Tecmo Koei";0.0;0.0;0.11;0.11
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!";"XBOX 360";2011;"Action";"THQ";0.07;0.03;0.0;0.11
"Go! Sudoku (JP sales)";"PSP";2005;"Puzzle";"Sony Computer Entertainment";0.0;0.0;0.11;0.11
"EA Replay";"PSP";2006;"Action";"Electronic Arts";0.09;0.0;0.0;0.11
"Paws & Claws Pet Vet: Australian Adventures";"Nintendo DS";2009;"Simulation";"THQ";0.1;0.0;0.0;0.11
"Bionicle Heroes";"Nintendo GameCube";2006;"Shooter";"Eidos Interactive";0.08;0.02;0.0;0.11
"Trauma Center: Under the Knife 2";"Nintendo DS";2008;"Simulation";"Atlus";0.1;0.0;0.0;0.11
"Puss in Boots";"Nintendo DS";2011;"Action";"THQ";0.09;0.01;0.0;0.11
"Split/Second";"PSP";2010;"Racing";"Disney Interactive Studios";0.07;0.02;0.0;0.11
"The Croods: Prehistoric Party!";"Nintendo Wii";2013;"Misc";"D3Publisher";0.03;0.07;0.0;0.11
"The King of Fighters 2000/2001";"PS2";2003;"Fighting";"Ignition Entertainment";0.05;0.04;0.0;0.11
"Lunacy";"Sega Saturn";1996;"Adventure";"Sega";0.0;0.0;0.11;0.11
"Batman & Robin";"PS";1998;"Action";"Acclaim Entertainment";0.06;0.04;0.0;0.11
"Snowboard Kids 2";"Nintendo 64";1999;"Sports";"Atlus";0.09;0.02;0.0;0.11
"Tonic Trouble";"Nintendo 64";1999;"Platform";"Ubisoft";0.09;0.02;0.0;0.11
"Nuclear Strike 64";"Nintendo 64";1999;"Simulation";"THQ";0.09;0.02;0.0;0.11
"Chameleon Twist";"Nintendo 64";1997;"Platform";"Sunsoft";0.09;0.02;0.0;0.11
"Top Gear Rally 2";"Nintendo 64";1999;"Racing";"Kemco";0.09;0.02;0.0;0.11
"Chopper Attack";"Nintendo 64";1997;"Action";"GT Interactive";0.09;0.02;0.0;0.11
"Vigilante 8: 2nd Offense";"Nintendo 64";2000;"Racing";"Activision";0.09;0.02;0.0;0.11
"Fighting Force 64";"Nintendo 64";1999;"Action";"Crave Entertainment";0.09;0.02;0.0;0.11
"Thief (2014)";"PC";2014;"Action";"Square Enix";0.0;0.09;0.0;0.11
"Rock Band: Metal Track Pack";"Nintendo Wii";2009;"Misc";"MTV Games";0.1;0.0;0.0;0.11
"Pac-Man and the Ghostly Adventures 2";"PS3";2014;"Adventure";"Namco Bandai Games";0.05;0.04;0.0;0.11
"BlazBlue: Calamity Trigger Portable";"PSP";2010;"Fighting";"PQube";0.07;0.01;0.03;0.11
"Night at the Museum: Battle of the Smithsonian";"XBOX 360";2009;"Action";"Majesco Entertainment";0.07;0.03;0.0;0.11
"Street Fighter Collection";"Sega Saturn";1996;"Fighting";"Capcom";0.0;0.0;0.11;0.11
"Ninja Assault";"PS2";2002;"Shooter";"Namco Bandai Games";0.05;0.04;0.0;0.11
"Tales of Berseria";"PS3";2016;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Samurai Warriors 4";"PlayStation Vita";2014;"Action";"Tecmo Koei";0.0;0.0;0.11;0.11
"GunGriffon Blaze";"PS2";2000;"Simulation";"Swing! Entertainment";0.05;0.04;0.0;0.11
"Higurashi no Naku Koro ni Matsuri";"PS2";2007;"Adventure";"Alchemist";0.0;0.0;0.11;0.11
"Frontier Gate";"PSP";2011;"Role-Playing";"Konami Digital Entertainment";0.0;0.0;0.11;0.11
"Transformers: Devastation";"PS3";2015;"Action";"Activision";0.03;0.07;0.0;0.11
"Top Angler: Real Bass Fishing";"PS2";2002;"Sports";"Xicat Interactive";0.05;0.04;0.0;0.11
"Gabrielle's Ghostly Groove 3D";"Nintendo 3DS";2011;"Adventure";"Funbox Media";0.08;0.02;0.0;0.11
"Michael Phelps: Push the Limit";"XBOX 360";2011;"Sports";"505 Games";0.09;0.01;0.0;0.11
"Breakout";"PS";1999;"Puzzle";"Hasbro Interactive";0.06;0.04;0.0;0.11
"Frogger: Helmet Chaos";"PSP";2005;"Platform";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"AKB48+Me";"Nintendo 3DS";2012;"Action";"Unknown";0.0;0.0;0.11;0.11
"Touch Detective 2 1/2";"Nintendo DS";2007;"Adventure";"505 Games";0.09;0.0;0.01;0.11
"Alias";"PS2";2004;"Action";"Acclaim Entertainment";0.05;0.04;0.0;0.11
"Planet 51";"XBOX 360";2009;"Action";"Sega";0.07;0.03;0.0;0.11
"Call of Juarez: The Cartel";"PC";2011;"Shooter";"Ubisoft";0.05;0.05;0.0;0.11
"Sakura Taisen Hanagumi Tsuushin";"Sega Saturn";1997;"Misc";"Sega";0.0;0.0;0.11;0.11
"Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen";"Gameboy Advanced";2004;"Adventure";"Nintendo";0.0;0.0;0.11;0.11
"Tornado Outbreak";"Nintendo Wii";2009;"Action";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"Pimp My Ride";"XBOX 360";2006;"Racing";"Activision";0.1;0.01;0.0;0.11
"Michael Jackson: The Experience";"PlayStation Vita";2011;"Misc";"Ubisoft";0.05;0.04;0.0;0.11
"Astro Boy: The Video Game";"Nintendo Wii";2009;"Action";"D3Publisher";0.1;0.0;0.0;0.11
"Outlaw Golf: Nine Holes of Christmas";"XBOX";2002;"Sports";"Simon & Schuster Interactive";0.08;0.02;0.0;0.11
"NHL Rivals 2004";"XBOX";2003;"Sports";"Microsoft Game Studios";0.08;0.02;0.0;0.11
"X-Men: Next Dimension";"XBOX";2002;"Fighting";"Activision";0.08;0.02;0.0;0.11
"Tyco RC: Assault with a Battery";"PS";1999;"Racing";"Syscom";0.06;0.04;0.0;0.11
"Felony 11-79";"PS";1997;"Racing";"ASCII Entertainment";0.06;0.04;0.0;0.11
"Terraria";"PlayStation Vita";2013;"Action";"Screenlife";0.0;0.01;0.09;0.11
"Classic Road";"Super Nintendo";1993;"Sports";"Victor Interactive";0.0;0.0;0.11;0.11
"Bust-A-Move DS";"Nintendo DS";2005;"Puzzle";"505 Games";0.08;0.02;0.0;0.11
"Nicktoons: Unite!";"Nintendo DS";2006;"Adventure";"THQ";0.1;0.0;0.0;0.11
"SimAnimals Africa";"Nintendo DS";2009;"Simulation";"Electronic Arts";0.08;0.02;0.0;0.11
"Death Jr.: Root of Evil";"Nintendo Wii";2008;"Platform";"Eidos Interactive";0.1;0.0;0.0;0.11
"One Piece: Burning Blood";"PlayStation Vita";2016;"Fighting";"Namco Bandai Games";0.0;0.03;0.07;0.11
"Panzer Dragoon Saga";"Sega Saturn";1997;"Role-Playing";"Sega";0.0;0.0;0.11;0.11
"Sonic Generations";"PC";2011;"Platform";"Sega";0.02;0.07;0.0;0.11
"Mushroom Men: Rise of the Fungi";"Nintendo DS";2008;"Action";"SouthPeak Games";0.1;0.0;0.0;0.11
"Shining Ark";"PSP";2013;"Role-Playing";"Sega";0.0;0.0;0.11;0.11
"The Scorpion King: Rise of the Akkadian";"Nintendo GameCube";2002;"Action";"Universal Interactive";0.08;0.02;0.0;0.11
"Backyard Baseball '10";"Nintendo Wii";2009;"Sports";"Atari";0.1;0.0;0.0;0.11
"Transformers: Beast Wars Transmetals";"PS";2000;"Fighting";"BAM! Entertainment";0.06;0.04;0.0;0.11
"Animal Planet: Vet Life";"Nintendo DS";2009;"Simulation";"Activision";0.1;0.0;0.0;0.11
"My Little Sister Can't Be This Cute Portable";"PSP";2012;"Action";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Silly Bandz: Play The Craze";"Nintendo DS";2010;"Puzzle";"Deep Silver";0.1;0.0;0.0;0.11
"Charlie and the Chocolate Factory";"XBOX";2005;"Adventure";"Global Star";0.08;0.02;0.0;0.11
"Constantine";"PS2";2005;"Action";"SCi";0.05;0.04;0.0;0.11
"Where the Wild Things Are";"PS3";2009;"Platform";"Warner Bros. Interactive Entertainment";0.09;0.01;0.0;0.11
"Dynasty Tactics 2";"PS2";2003;"Strategy";"Tecmo Koei";0.05;0.04;0.0;0.11
"Real World Golf";"PS2";2005;"Sports";"Valcon Games";0.05;0.04;0.0;0.11
"Winter Heat";"Sega Saturn";1996;"Sports";"Sega";0.0;0.0;0.11;0.11
"Ty the Tasmanian Tiger 2: Bush Rescue";"XBOX";2004;"Platform";"Electronic Arts";0.08;0.02;0.0;0.11
"Digimon Story: Cyber Sleuth";"PS4";2016;"Role-Playing";"Namco Bandai Games";0.0;0.09;0.0;0.11
"JU-ON: The Grudge";"Nintendo Wii";2009;"Action";"Rising Star Games";0.08;0.01;0.01;0.11
"Defender";"Nintendo GameCube";2002;"Misc";"Midway Games";0.08;0.02;0.0;0.11
"Deca Sports DS";"Nintendo DS";2009;"Sports";"Hudson Soft";0.08;0.02;0.0;0.11
"The Polar Express";"Nintendo GameCube";2004;"Adventure";"THQ";0.08;0.02;0.0;0.11
"BMX XXX";"XBOX";2002;"Sports";"Acclaim Entertainment";0.08;0.02;0.0;0.11
"ATV: Quad Frenzy";"Nintendo DS";2005;"Racing";"Majesco Entertainment";0.1;0.0;0.0;0.11
"Akiba's Trip: Undead & Undressed";"PS3";2013;"Action";"Nippon Ichi Software";0.05;0.01;0.04;0.11
"Backyard NFL Football '10";"XBOX 360";2009;"Sports";"Atari";0.1;0.0;0.0;0.11
"The Godfather: Mob Wars";"PSP";2006;"Action";"Electronic Arts";0.09;0.01;0.0;0.11
"Lady Sia";"Gameboy Advanced";2001;"Platform";"TDK Mediactive";0.08;0.03;0.0;0.11
"Rock Band: Metal Track Pack";"PS2";2009;"Misc";"MTV Games";0.05;0.04;0.0;0.11
"Rocky Balboa";"PSP";2007;"Sports";"Ubisoft";0.01;0.09;0.0;0.11
"The Lord of the Rings: Conquest";"Nintendo DS";2009;"Action";"Electronic Arts";0.09;0.01;0.0;0.11
"PriPara Mezase! Idol Grand Prix No.1!";"Nintendo 3DS";2015;"Misc";"Takara Tomy";0.0;0.0;0.11;0.11
"National Geographic Challenge!";"Nintendo Wii";2011;"Misc";"Black Bean Games";0.08;0.02;0.0;0.11
"Robotech: Invasion";"PS2";2004;"Shooter";"Global Star";0.05;0.04;0.0;0.11
"Hole in the Wall: Deluxe Edition";"XBOX 360";2011;"Misc";"Ubisoft";0.1;0.0;0.0;0.11
"Dr. Seuss' The Cat in the Hat";"XBOX";2003;"Misc";"Vivendi Games";0.08;0.02;0.0;0.11
"Rogue Warrior";"XBOX 360";2009;"Shooter";"Bethesda Softworks";0.09;0.01;0.0;0.11
"Irozuki Tingle no Koi no Balloon Trip";"Nintendo DS";2009;"Adventure";"Nintendo";0.0;0.0;0.11;0.11
"Master of the Monster Lair";"Nintendo DS";2007;"Role-Playing";"Rising Star Games";0.1;0.0;0.0;0.11
"Hellboy: The Science of Evil";"XBOX 360";2008;"Action";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"Murdered: Soul Suspect";"XBOX 360";2014;"Action";"Square Enix";0.06;0.04;0.0;0.11
"X-Men: Destiny";"Nintendo Wii";2011;"Action";"Activision";0.08;0.02;0.0;0.11
"Starsky & Hutch";"Nintendo GameCube";2003;"Racing";"BAM! Entertainment";0.08;0.02;0.0;0.11
"Final Fantasy I & II";"Nintendo NES";1994;"Role-Playing";"Square";0.0;0.0;0.11;0.11
"Rugby 15";"PS4";2015;"Sports";"Bigben Interactive";0.03;0.06;0.0;0.11
"Langrisser IV";"Sega Saturn";1997;"Strategy";"NCS";0.0;0.0;0.11;0.11
"FoxKids.com Micro Maniacs Racing";"PS";2000;"Racing";"Codemasters";0.06;0.04;0.0;0.11
"Cats & Dogs: The Revenge of Kitty Galore";"Nintendo DS";2010;"Action";"505 Games";0.1;0.0;0.0;0.11
"Hexen: Beyond Heretic";"PS";1997;"Shooter";"GT Interactive";0.06;0.04;0.0;0.11
"Arcade Party Pak";"PS";1999;"Misc";"Midway Games";0.06;0.04;0.0;0.11
"Kotoba no Puzzle: Mojipittan Daijiten";"PSP";2004;"Puzzle";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Yamaha Supercross";"Nintendo DS";2009;"Racing";"Zoo Digital Publishing";0.1;0.0;0.0;0.11
"Picross 3D 2";"Nintendo 3DS";2015;"Puzzle";"Nintendo";0.0;0.0;0.11;0.11
"Hitman Trilogy";"PS2";2007;"Action";"Eidos Interactive";0.05;0.04;0.0;0.11
"Dragon Quest & Final Fantasy in Itadaki Street Portable";"PSP";2006;"Misc";"Square Enix";0.0;0.0;0.11;0.11
"Tetris Evolution";"XBOX 360";2007;"Puzzle";"THQ";0.08;0.02;0.0;0.11
"Patapon 2";"PSP";2008;"Misc";"Sony Computer Entertainment";0.0;0.03;0.06;0.11
"Cabela's Adventure Camp";"PS3";2011;"Misc";"Activision";0.06;0.03;0.0;0.11
"Attack of the Movies 3D";"Nintendo Wii";2010;"Shooter";"Majesco Entertainment";0.1;0.0;0.0;0.11
"Railroad Tycoon II";"PS";1999;"Strategy";"PopTop Software";0.06;0.04;0.0;0.11
"Angry Birds Star Wars";"Nintendo WiiU";2013;"Strategy";"Activision";0.06;0.04;0.0;0.11
"Hysteria Hospital: Emergency Ward";"Nintendo DS";2009;"Action";"Oxygen Interactive";0.1;0.0;0.0;0.11
"The Cheetah Girls: Pop Star Sensations";"Nintendo DS";2007;"Misc";"Disney Interactive Studios";0.1;0.0;0.0;0.11
"Transformer: Rise of the Dark Spark";"XBOX One";2014;"Action";"Activision";0.06;0.03;0.0;0.11
"Kirarin * Revolution: Kira Kira Idol Audition";"Nintendo DS";2006;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.11;0.11
"Ranma 1/2: Akanekodan Teki Hihou";"Super Nintendo";1993;"Role-Playing";"TOHO";0.0;0.0;0.11;0.11
"The BIGS";"PSP";2007;"Sports";"Take-Two Interactive";0.1;0.0;0.0;0.11
"Blades of Time";"XBOX 360";2012;"Action";"Konami Digital Entertainment";0.07;0.03;0.0;0.11
"My Boyfriend";"Nintendo DS";2008;"Simulation";"DTP Entertainment";0.1;0.0;0.0;0.11
"Scribblenauts Unmasked: A DC Comics Adventure";"Nintendo WiiU";2013;"Puzzle";"Warner Bros. Interactive Entertainment";0.1;0.0;0.0;0.11
"Victory Zone";"PS";1995;"Misc";"Sony Computer Entertainment";0.0;0.0;0.1;0.11
"Rengoku: The Tower of Purgatory";"PSP";2005;"Action";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"Goal Storm '97";"PS";1996;"Sports";"Konami Digital Entertainment";0.01;0.0;0.09;0.11
"Paws & Claws: Pet Resort";"Nintendo Wii";2009;"Simulation";"THQ";0.1;0.0;0.0;0.11
"Dynasty Warriors Advance";"Gameboy Advanced";2005;"Action";"Nintendo";0.08;0.03;0.0;0.11
"Pachi-Slot Aruze Oukoku 3";"PS";2000;"Misc";"Aruze Corp";0.0;0.0;0.1;0.11
"Science Papa";"Nintendo DS";2009;"Misc";"Activision";0.09;0.01;0.0;0.11
"Tournament Pool";"Nintendo Wii";2009;"Sports";"Destineer";0.1;0.0;0.0;0.11
"Cabela's North American Adventures";"XBOX 360";2010;"Sports";"Activision";0.1;0.0;0.0;0.11
"Aqua Aqua";"PS2";2000;"Puzzle";"3DO";0.05;0.04;0.0;0.11
"Viewtiful Joe: Double Trouble!";"Nintendo DS";2005;"Action";"Capcom";0.08;0.0;0.01;0.11
"Tom Clancy's Splinter Cell: Conviction";"PC";2010;"Action";"Ubisoft";0.0;0.08;0.0;0.11
"Mega Man Zero 4";"Gameboy Advanced";2005;"Platform";"Capcom";0.08;0.03;0.0;0.11
"Black Bass with Blue Marlin";"PS";1999;"Sports";"Starfish";0.06;0.04;0.0;0.11
"Mega Man Battle Network 5: Double Team DS (JP sales)";"Nintendo DS";2005;"Role-Playing";"Nintendo";0.0;0.0;0.11;0.11
"Utawarerumono: Chiriyukusha e no Komoriuta";"PS2";2006;"Adventure";"Aqua Plus";0.0;0.0;0.11;0.11
"Hyper Formation Soccer";"PS";1995;"Sports";"Human Entertainment";0.0;0.0;0.1;0.11
"Tiger Woods PGA Tour 06";"Nintendo GameCube";2005;"Sports";"Electronic Arts";0.08;0.02;0.0;0.11
"Jupiter Strike";"PS";1994;"Shooter";"Acclaim Entertainment";0.06;0.04;0.0;0.11
"Sudokuro";"Nintendo DS";2007;"Puzzle";"Crave Entertainment";0.1;0.0;0.0;0.11
"BlazBlue: Continuum Shift II";"Nintendo 3DS";2011;"Fighting";"PQube";0.05;0.01;0.04;0.11
"Saigo no Yakusoku no Monogatari";"PSP";2011;"Role-Playing";"Unknown";0.0;0.0;0.11;0.11
"The Book of Unwritten Tales";"PC";2009;"Adventure";"HMH Interactive";0.0;0.08;0.0;0.11
"Metal Gear Solid Integral";"PS";1999;"Adventure";"Konami Digital Entertainment";0.0;0.0;0.1;0.11
"Naruto Shippuden 3D: The New Era";"Nintendo 3DS";2011;"Action";"505 Games";0.0;0.04;0.06;0.11
"FIFA World Cup Germany 2006";"PSP";2006;"Sports";"Electronic Arts";0.1;0.0;0.0;0.11
"Lego Star Wars: The Force Awakens";"XBOX 360";2016;"Action";"Warner Bros. Interactive Entertainment";0.04;0.06;0.0;0.11
"Reign of Fire";"Nintendo GameCube";2002;"Shooter";"BAM! Entertainment";0.08;0.02;0.0;0.11
"Rock Band Track Pack: Classic Rock";"PS3";2009;"Misc";"MTV Games";0.1;0.0;0.0;0.11
"Rock Revolution";"Nintendo DS";2008;"Misc";"Konami Digital Entertainment";0.1;0.0;0.0;0.11
"Big League Sports: Summer";"Nintendo DS";2009;"Sports";"Activision";0.1;0.0;0.0;0.11
"Tom Clancy's HAWX 2";"Nintendo Wii";2010;"Action";"Ubisoft";0.07;0.03;0.0;0.11
"Sakura Wars";"Sega Dreamcast";2000;"Adventure";"Sega";0.0;0.0;0.11;0.11
"Jampack Volume 14 (RP-T)";"PS2";2006;"Misc";"Sony Computer Entertainment";0.05;0.04;0.0;0.11
"Pro Yakyuu Team o Tsukurou! 2";"Nintendo DS";2009;"Sports";"Sega";0.0;0.0;0.11;0.11
"Mace Griffin: Bounty Hunter";"XBOX";2003;"Shooter";"Electronic Arts";0.08;0.02;0.0;0.11
"Martian Gothic: Unification";"PS";2001;"Adventure";"Take-Two Interactive";0.06;0.04;0.0;0.11
"Woody Woodpecker Racing";"PS";1999;"Racing";"Konami Digital Entertainment";0.06;0.04;0.0;0.11
"Final Fantasy XII International Zodiac Job System";"PS2";2007;"Role-Playing";"Square Enix";0.0;0.0;0.11;0.11
"Barbie in The 12 Dancing Princesses";"Nintendo DS";2007;"Adventure";"Activision";0.09;0.01;0.0;0.11
"Fight Club";"XBOX";2004;"Fighting";"Vivendi Games";0.08;0.02;0.0;0.11
"Carnage Heart";"PS";1995;"Strategy";"Sony Computer Entertainment";0.01;0.01;0.09;0.11
"Grand Theft Auto: Mission Pack #1, London 1969";"PS";1998;"Adventure";"Take-Two Interactive";0.06;0.04;0.0;0.11
"Kamen Rider: Climax Heroes";"PS2";2009;"Fighting";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Robotics;Notes";"PS3";2012;"Adventure";"5pb";0.0;0.0;0.11;0.11
"Disney Channel Collection Vol. 1";"Gameboy Advanced";2004;"Misc";"N/A";0.08;0.03;0.0;0.11
"Total Immersion Racing";"PS2";2002;"Racing";"Empire Interactive";0.05;0.04;0.0;0.11
"Virtual Hydlide";"Sega Saturn";1995;"Role-Playing";"Sega";0.0;0.0;0.11;0.11
"World Series of Poker: Tournament of Champions 2007 Edition";"PSP";2006;"Misc";"Activision";0.1;0.0;0.0;0.11
"Tales of the World: Reve Unitia";"Nintendo 3DS";2014;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Karaoke Revolution";"PS3";2009;"Misc";"Konami Digital Entertainment";0.07;0.03;0.0;0.11
"Warriors Orochi 3";"PSP";2012;"Action";"Ubisoft Annecy";0.0;0.0;0.11;0.11
"The Bachelor: The Videogame";"Nintendo Wii";2010;"Misc";"Warner Bros. Interactive Entertainment";0.1;0.0;0.0;0.11
"Space Invaders";"Gameboy Advanced";2002;"Shooter";"Activision";0.08;0.03;0.0;0.11
"BlazBlue: Chrono Phantasma";"PlayStation Vita";2014;"Fighting";"Arc System Works";0.06;0.0;0.03;0.11
"Digimon Digital Card Battle";"PS";1999;"Strategy";"Namco Bandai Games";0.06;0.04;0.0;0.11
"Toukiden 2";"PlayStation Vita";2016;"Action";"Tecmo Koei";0.0;0.0;0.11;0.11
"Earth Defense Force 2: Invaders from Planet Space";"PlayStation Vita";2014;"Action";"Xseed Games";0.04;0.01;0.04;0.11
"Kuroko's Basketball: Miracle Game";"PSP";2012;"Sports";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Dreamer Series: Top Model";"Nintendo DS";2009;"Simulation";"DreamCatcher Interactive";0.1;0.0;0.0;0.11
"Jikkyou Powerful Pro Yakyuu 13 Ketteiban";"PS2";2006;"Sports";"Konami Digital Entertainment";0.0;0.0;0.11;0.11
"Shovel Knight";"Nintendo WiiU";2015;"Platform";"Yacht Club Games";0.06;0.04;0.0;0.11
"Yuusha no Kuse ni Namaikida Or 3D";"PSP";2010;"Strategy";"Sony Computer Entertainment";0.0;0.0;0.11;0.11
"The First Templar";"XBOX 360";2011;"Action";"Kalypso Media";0.06;0.04;0.0;0.11
"X-Men: The Official Game";"Nintendo DS";2006;"Action";"Activision";0.1;0.0;0.0;0.11
"Dead to Rights II";"XBOX";2005;"Shooter";"Electronic Arts";0.08;0.02;0.0;0.11
"Petz Fashion: Dogz & Catz";"Nintendo DS";2009;"Simulation";"Ubisoft";0.1;0.0;0.0;0.11
"Project: Horned Owl";"PS";1995;"Shooter";"Sony Computer Entertainment";0.03;0.02;0.05;0.11
"Mobile Suit Gundam Age: Universe Accel / Cosmic Drive";"PSP";2012;"Action";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Child of Light";"PlayStation Vita";2014;"Role-Playing";"Ubisoft";0.0;0.07;0.02;0.11
"SingStar Guitar";"PS3";2010;"Misc";"Sony Computer Entertainment";0.0;0.08;0.0;0.11
"Dragon Ball Z Super Gokuden: Kakusei-Hen";"Super Nintendo";1995;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.11;0.11
"Help Wanted: 50 Wacky Jobs";"Nintendo Wii";2008;"Simulation";"Hudson Soft";0.06;0.04;0.0;0.11
"Busou Shinki: Battle Masters Mk. 2";"PSP";2011;"Action";"Konami Digital Entertainment";0.0;0.0;0.11;0.11
"Cabela's Dangerous Hunts 2";"XBOX";2005;"Sports";"Activision";0.08;0.02;0.0;0.11
"Fairy Tail: Portable Guild";"PSP";2010;"Fighting";"Konami Digital Entertainment";0.0;0.0;0.11;0.11
"Champion Jockey: G1 Jockey & Gallop Racer";"Nintendo Wii";2011;"Sports";"Tecmo Koei";0.05;0.04;0.01;0.11
"SimCity 2000";"Gameboy Advanced";2003;"Simulation";"Zoo Digital Publishing";0.08;0.03;0.0;0.11
"Brunswick Circuit Pro Bowling 2";"PS";2000;"Sports";"THQ";0.06;0.04;0.0;0.11
"D";"PS";1995;"Adventure";"Acclaim Entertainment";0.0;0.0;0.1;0.11
"Winning Eleven: Pro Evolution Soccer 2007";"XBOX 360";2006;"Sports";"Konami Digital Entertainment";0.09;0.0;0.0;0.1
"Ennichi no Tatsujin";"Nintendo Wii";2006;"Misc";"Namco Bandai Games";0.0;0.0;0.1;0.1
